39,6,1,1,2,1,4,2,1,1,2
0,37,0,0,2,1,0,0,0,0,1
1,4,41,1,3,0,1,0,0,0,0
1,1,0,19,0,0,0,0,6,2,1
0,2,2,0,49,0,1,0,0,0,0
0,1,1,1,0,41,10,0,1,0,7
1,2,1,1,0,3,51,0,1,0,1
1,1,3,2,5,0,3,42,1,2,1
0,0,0,9,0,0,0,1,53,0,1
1,5,1,0,1,0,3,1,2,40,1
1,1,0,1,0,4,7,1,2,1,47
